# emoji-sequences.txt
# Date: 2019-01-15, 12:17:16 GMT
# © 2019 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 12.0
#
# For documentation and usage, see http://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments 
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following: 
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       Emoji_Flag_Sequence
#       Emoji_Tag_Sequence
#       Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji              ; watch                                                          #  1.1  [2] (⌚..⌛)
1F1F2 1F1FA   ; Emoji_Flag_Sequence      ; flag: Mauritius                                                #  6.0  [1] (🇲🇺)
1F1F2 1F1FB   ; Emoji_Flag_Sequence      ; flag: Maldives                                                 #  6.0  [1] (🇲🇻)
1F1F2 1F1FC   ; Emoji_Flag_Sequence      ; flag: Malawi                                                   #  6.0  [1] (🇲🇼)
1F1F2 1F1FD   ; Emoji_Flag_Sequence      ; flag: Mexico                                                   #  6.0  [1] (🇲🇽)
1F1F2 1F1FE   ; Emoji_Flag_Sequence      ; flag: Malaysia                                                 #  6.0  [1] (🇲🇾)
1F1F2 1F1FF   ; Emoji_Flag_Sequence      ; flag: Mozambique                                               #  6.0  [1] (🇲🇿)
1F1F3 1F1E6   ; Emoji_Flag_Sequence      ; flag: Namibia                                                  #  6.0  [1] (🇳🇦)
1F1F3 1F1E8   ; Emoji_Flag_Sequence      ; flag: New Caledonia                                            #  6.0  [1] (🇳🇨)
1F1F3 1F1EA   ; Emoji_Flag_Sequence      ; flag: Niger                                                    #  6.0  [1] (🇳🇪)
1F1F3 1F1EB   ; Emoji_Flag_Sequence      ; flag: Norfolk Island                                           #  6.0  [1] (🇳🇫)
1F1F3 1F1EC   ; Emoji_Flag_Sequence      ; flag: Nigeria                                                  #  6.0  [1] (🇳🇬)
1F1F3 1F1EE   ; Emoji_Flag_Sequence      ; flag: Nicaragua                                                #  6.0  [1] (🇳🇮)
1F1F3 1F1F1   ; Emoji_Flag_Sequence      ; flag: Netherlands                                              #  6.0  [1] (🇳🇱)
1F1F3 1F1F4   ; Emoji_Flag_Sequence      ; flag: Norway                                                   #  6.0  [1] (🇳🇴)
1F1F3 1F1F5   ; Emoji_Flag_Sequence      ; flag: Nepal                                                    #  6.0  [1] (🇳🇵)
1F1F3 1F1F7   ; Emoji_Flag_Sequence      ; flag: Nauru                                                    #  6.0  [1] (🇳🇷)
1F1F3 1F1FA   ; Emoji_Flag_Sequence      ; flag: Niue                                                     #  6.0  [1] (🇳🇺)
1F1F3 1F1FF   ; Emoji_Flag_Sequence      ; flag: New Zealand                                              #  6.0  [1] (🇳🇿)
1F1F4 1F1F2   ; Emoji_Flag_Sequence      ; flag: Oman                                                     #  6.0  [1] (🇴🇲)
1F1F5 1F1E6   ; Emoji_Flag_Sequence      ; flag: Panama                                                   #  6.0  [1] (🇵🇦)
1F1F5 1F1EA   ; Emoji_Flag_Sequence      ; flag: Peru                                                     #  6.0  [1] (🇵🇪)
1F1F5 1F1EB   ; Emoji_Flag_Sequence      ; flag: French Polynesia                                         #  6.0  [1] (🇵🇫)
1F1F5 1F1EC   ; Emoji_Flag_Sequence      ; flag: Papua New Guinea                                         #  6.0  [1] (🇵🇬)
1F1F5 1F1ED   ; Emoji_Flag_Sequence      ; flag: Philippines                                              #  6.0  [1] (🇵🇭)
1F1F5 1F1F0   ; Emoji_Flag_Sequence      ; flag: Pakistan                                                 #  6.0  [1] (🇵🇰)
1F1F5 1F1F1   ; Emoji_Flag_Sequence      ; flag: Poland                                                   #  6.0  [1] (🇵🇱)
1F1F5 1F1F2   ; Emoji_Flag_Sequence      ; flag: St. Pierre & Miquelon                                    #  6.0  [1] (🇵🇲)
1F1F5 1F1F3   ; Emoji_Flag_Sequence      ; flag: Pitcairn Islands                                         #  6.0  [1] (🇵🇳)
1F1F5 1F1F7   ; Emoji_Flag_Sequence      ; flag: Puerto Rico                                              #  6.0  [1] (🇵🇷)
1F1F5 1F1F8   ; Emoji_Flag_Sequence      ; flag: Palestinian Territories                                  #  6.0  [1] (🇵🇸)
1F1F5 1F1F9   ; Emoji_Flag_Sequence      ; flag: Portugal                                                 #  6.0  [1] (🇵🇹)
1F1F5 1F1FC   ; Emoji_Flag_Sequence      ; flag: Palau                                                    #  6.0  [1] (🇵🇼)
1F1F5 1F1FE   ; Emoji_Flag_Sequence      ; flag: Paraguay                                                 #  6.0  [1] (🇵🇾)
1F1F6 1F1E6   ; Emoji_Flag_Sequence      ; flag: Qatar                                                    #  6.0  [1] (🇶🇦)
1F1F7 1F1EA   ; Emoji_Flag_Sequence      ; flag: Réunion                                                  #  6.0  [1] (🇷🇪)
1F1F7 1F1F4   ; Emoji_Flag_Sequence      ; flag: Romania                                                  #  6.0  [1] (🇷🇴)
1F1F7 1F1F8   ; Emoji_Flag_Sequence      ; flag: Serbia                                                   #  6.0  [1] (🇷🇸)
1F1F7 1F1FA   ; Emoji_Flag_Sequence      ; flag: Russia                                                   #  6.0  [1] (🇷🇺)
1F1F7 1F1FC   ; Emoji_Flag_Sequence      ; flag: Rwanda                                                   #  6.0  [1] (🇷🇼)
1F1F8 1F1E6   ; Emoji_Flag_Sequence      ; flag: Saudi Arabia                                             #  6.0  [1] (🇸🇦)
1F1F8 1F1E7   ; Emoji_Flag_Sequence      ; flag: Solomon Islands                                          #  6.0  [1] (🇸🇧)
1F1F8 1F1E8   ; Emoji_Flag_Sequence      ; flag: Seychelles                                               #  6.0  [1] (🇸🇨)
1F1F8 1F1E9   ; Emoji_Flag_Sequence      ; flag: Sudan                                                    #  6.0  [1] (🇸🇩)
1F1F8 1F1EA   ; Emoji_Flag_Sequence      ; flag: Sweden                                                   #  6.0  [1] (🇸🇪)
1F1F8 1F1EC   ; Emoji_Flag_Sequence      ; flag: Singapore                                                #  6.0  [1] (🇸🇬)
1F1F8 1F1ED   ; Emoji_Flag_Sequence      ; flag: St. Helena                                               #  6.0  [1] (🇸🇭)
1F1F8 1F1EE   ; Emoji_Flag_Sequence      ; flag: Slovenia                                                 #  6.0  [1] (🇸🇮)
1F1F8 1F1EF   ; Emoji_Flag_Sequence      ; flag: Svalbard & Jan Mayen                                     #  6.0  [1] (🇸🇯)
1F1F8 1F1F0   ; Emoji_Flag_Sequence      ; flag: Slovakia                                                 #  6.0  [1] (🇸🇰)
1F1F8 1F1F1   ; Emoji_Flag_Sequence      ; flag: Sierra Leone                                             #  6.0  [1] (🇸🇱)
1F1F8 1F1F2   ; Emoji_Flag_Sequence      ; flag: San Marino                                               #  6.0  [1] (🇸🇲)
1F1F8 1F1F3   ; Emoji_Flag_Sequence      ; flag: Senegal                                                  #  6.0  [1] (🇸🇳)
1F1F8 1F1F4   ; Emoji_Flag_Sequence      ; flag: Somalia                                                  #  6.0  [1] (🇸🇴)
1F1F8 1F1F7   ; Emoji_Flag_Sequence      ; flag: Suriname                                                 #  6.0  [1] (🇸🇷)
1F1F8 1F1F8   ; Emoji_Flag_Sequence      ; flag: South Sudan                                              #  6.0  [1] (🇸🇸)
1F1F8 1F1F9   ; Emoji_Flag_Sequence      ; flag: São Tomé & Príncipe                                      #  6.0  [1] (🇸🇹)
1F1F8 1F1FB   ; Emoji_Flag_Sequence      ; flag: El Salvador                                              #  6.0  [1] (🇸🇻)
1F1F8 1F1FD   ; Emoji_Flag_Sequence      ; flag: Sint Maarten                                             #  6.0  [1] (🇸🇽)
1F1F8 1F1FE   ; Emoji_Flag_Sequence      ; flag: Syria                                                    #  6.0  [1] (🇸🇾)
1F1F8 1F1FF   ; Emoji_Flag_Sequence      ; flag: Eswatini                                                 #  6.0  [1] (🇸🇿)
1F1F9 1F1E6   ; Emoji_Flag_Sequence      ; flag: Tristan da Cunha                                         #  6.0  [1] (🇹🇦)
1F1F9 1F1E8   ; Emoji_Flag_Sequence      ; flag: Turks & Caicos Islands                                   #  6.0  [1] (🇹🇨)
1F1F9 1F1E9   ; Emoji_Flag_Sequence      ; flag: Chad                                                     #  6.0  [1] (🇹🇩)
1F1F9 1F1EB   ; Emoji_Flag_Sequence      ; flag: French Southern Territories                              #  6.0  [1] (🇹🇫)
1F1F9 1F1EC   ; Emoji_Flag_Sequence      ; flag: Togo                                                     #  6.0  [1] (🇹🇬)
1F1F9 1F1ED   ; Emoji_Flag_Sequence      ; flag: Thailand                                                 #  6.0  [1] (🇹🇭)
1F1F9 1F1EF   ; Emoji_Flag_Sequence      ; flag: Tajikistan                                               #  6.0  [1] (🇹🇯)
1F1F9 1F1F0   ; Emoji_Flag_Sequence      ; flag: Tokelau                                                  #  6.0  [1] (🇹🇰)
1F1F9 1F1F1   ; Emoji_Flag_Sequence      ; flag: Timor-Leste                                              #  6.0  [1] (🇹🇱)
1F1F9 1F1F2   ; Emoji_Flag_Sequence      ; flag: Turkmenistan                                             #  6.0  [1] (🇹🇲)
1F1F9 1F1F3   ; Emoji_Flag_Sequence      ; flag: Tunisia                                                  #  6.0  [1] (🇹🇳)
1F1F9 1F1F4   ; Emoji_Flag_Sequence      ; flag: Tonga                                                    #  6.0  [1] (🇹🇴)
1F1F9 1F1F7   ; Emoji_Flag_Sequence      ; flag: Turkey                                                   #  6.0  [1] (🇹🇷)
1F1F9 1F1F9   ; Emoji_Flag_Sequence      ; flag: Trinidad & Tobago                                        #  6.0  [1] (🇹🇹)
1F1F9 1F1FB   ; Emoji_Flag_Sequence      ; flag: Tuvalu                                                   #  6.0  [1] (🇹🇻)
1F1F9 1F1FC   ; Emoji_Flag_Sequence      ; flag: Taiwan                                                   #  6.0  [1] (🇹🇼)
1F1F9 1F1FF   ; Emoji_Flag_Sequence      ; flag: Tanzania                                                 #  6.0  [1] (🇹🇿)
1F1FA 1F1E6   ; Emoji_Flag_Sequence      ; flag: Ukraine                                                  #  6.0  [1] (🇺🇦)
1F1FA 1F1EC   ; Emoji_Flag_Sequence      ; flag: Uganda                                                   #  6.0  [1] (🇺🇬)
1F1FA 1F1F2   ; Emoji_Flag_Sequence      ; flag: U.S. Outlying Islands                                    #  6.0  [1] (🇺🇲)
1F1FA 1F1F3   ; Emoji_Flag_Sequence      ; flag: United Nations                                           #  6.0  [1] (🇺🇳)
1F1FA 1F1F8   ; Emoji_Flag_Sequence      ; flag: United States                                            #  6.0  [1] (🇺🇸)
1F1FA 1F1FE   ; Emoji_Flag_Sequence      ; flag: Uruguay                                                  #  6.0  [1] (🇺🇾)
1F1FA 1F1FF   ; Emoji_Flag_Sequence      ; flag: Uzbekistan                                               #  6.0  [1] (🇺🇿)
1F1FB 1F1E6   ; Emoji_Flag_Sequence      ; flag: Vatican City                                             #  6.0  [1] (🇻🇦)
1F1FB 1F1E8   ; Emoji_Flag_Sequence      ; flag: St. Vincent & Grenadines                                 #  6.0  [1] (🇻🇨)
1F1FB 1F1EA   ; Emoji_Flag_Sequence      ; flag: Venezuela                                                #  6.0  [1] (🇻🇪)
1F1FB 1F1EC   ; Emoji_Flag_Sequence      ; flag: British Virgin Islands                                   #  6.0  [1] (🇻🇬)
1F1FB 1F1EE   ; Emoji_Flag_Sequence      ; flag: U.S. Virgin Islands                                      #  6.0  [1] (🇻🇮)
1F1FB 1F1F3   ; Emoji_Flag_Sequence      ; flag: Vietnam                                                  #  6.0  [1] (🇻🇳)
1F1FB 1F1FA   ; Emoji_Flag_Sequence      ; flag: Vanuatu                                                  #  6.0  [1] (🇻🇺)
1F1FC 1F1EB   ; Emoji_Flag_Sequence      ; flag: Wallis & Futuna                                          #  6.0  [1] (🇼🇫)
1F1FC 1F1F8   ; Emoji_Flag_Sequence      ; flag: Samoa                                                    #  6.0  [1] (🇼🇸)
1F1FD 1F1F0   ; Emoji_Flag_Sequence      ; flag: Kosovo                                                   #  6.0  [1] (🇽🇰)
1F1FE 1F1EA   ; Emoji_Flag_Sequence      ; flag: Yemen                                                    #  6.0  [1] (🇾🇪)
1F1FE 1F1F9   ; Emoji_Flag_Sequence      ; flag: Mayotte                                                  #  6.0  [1] (🇾🇹)
1F1FF 1F1E6   ; Emoji_Flag_Sequence      ; flag: South Africa                                             #  6.0  [1] (🇿🇦)
1F1FF 1F1F2   ; Emoji_Flag_Sequence      ; flag: Zambia                                                   #  6.0  [1] (🇿🇲)
1F1FF 1F1FC   ; Emoji_Flag_Sequence      ; flag: Zimbabwe                                                 #  6.0  [1] (🇿🇼)

# Total elements: 258

# ================================================

# Emoji_Tag_Sequence: See Annex C of TR51 for more information.

1F3F4 E0067 E0062 E0065 E006E E0067 E007F; Emoji_Tag_Sequence; flag: England                              #  7.0  [1] (🏴󠁧󠁢󠁥󠁮󠁧󠁿)
1F3F4 E0067 E0062 E0073 E0063 E0074 E007F; Emoji_Tag_Sequence; flag: Scotland                             #  7.0  [1] (🏴󠁧󠁢󠁳󠁣󠁴󠁿)
1F3F4 E0067 E0062 E0077 E006C E0073 E007F; Emoji_Tag_Sequence; flag: Wales                                #  7.0  [1] (🏴󠁧󠁢󠁷󠁬󠁳󠁿)

# Total elements: 3

# ================================================

# Emoji_Modifier_Sequence

261D 1F3FB    ; Emoji_Modifier_Sequence  ; index pointing up: light skin tone                             #  8.0  [1] (☝🏻)
261D 1F3FC    ; Emoji_Modifier_Sequence  ; index pointing up: medium-light skin tone                      #  8.0  [1] (☝🏼)
261D 1F3FD    ; Emoji_Modifier_Sequence  ; index pointing up: medium skin tone                            #  8.0  [1] (☝🏽)
261D 1F3FE    ; Emoji_Modifier_Sequence  ; index pointing up: medium-dark skin tone                       #  8.0  [1] (☝🏾)
261D 1F3FF    ; Emoji_Modifier_Sequence  ; index pointing up: dark skin tone                              #  8.0  [1] (☝🏿)
26F9 1F3FB    ; Emoji_Modifier_Sequence  ; person bouncing ball: light skin tone                          #  8.0  [1] (⛹🏻)
26F9 1F3FC    ; Emoji_Modifier_Sequence  ; person bouncing ball: medium-light skin tone                   #  8.0  [1] (⛹🏼)
26F9 1F3FD    ; Emoji_Modifier_Sequence  ; person bouncing ball: medium skin tone                         #  8.0  [1] (⛹🏽)
26F9 1F3FE    ; Emoji_Modifier_Sequence  ; person bouncing ball: medium-dark skin tone                    #  8.0  [1] (⛹🏾)
26F9 1F3FF    ; Emoji_Modifier_Sequence  ; person bouncing ball: dark skin tone                           #  8.0  [1] (⛹🏿)
270A 1F3FB    ; Emoji_Modifier_Sequence  ; raised fist: light skin tone                                   #  8.0  [1] (✊🏻)
270A 1F3FC    ; Emoji_Modifier_Sequence  ; raised fist: medium-light skin tone                            #  8.0  [1] (✊🏼)
270A 1F3FD    ; Emoji_Modifier_Sequence  ; raised fist: medium skin tone                                  #  8.0  [1] (✊🏽)
270A 1F3FE    ; Emoji_Modifier_Sequence  ; raised fist: medium-dark skin tone                             #  8.0  [1] (✊🏾)
270A 1F3FF    ; Emoji_Modifier_Sequence  ; raised fist: dark skin tone                                    #  8.0  [1] (✊🏿)
270B 1F3FB    ; Emoji_Modifier_Sequence  ; raised hand: light skin tone                                   #  8.0  [1] (✋🏻)
270B 1F3FC    ; Emoji_Modifier_Sequence  ; raised hand: medium-light skin tone                            #  8.0  [1] (✋🏼)
270B 1F3FD    ; Emoji_Modifier_Sequence  ; raised hand: medium skin tone                                  #  8.0  [1] (✋🏽)
270B 1F3FE    ; Emoji_Modifier_Sequence  ; raised hand: medium-dark skin tone                             #  8.0  [1] (✋🏾)
270B 1F3FF    ; Emoji_Modifier_Sequence  ; raised hand: dark skin tone                                    #  8.0  [1] (✋🏿)
270C 1F3FB    ; Emoji_Modifier_Sequence  ; victory hand: light skin tone                                  #  8.0  [1] (✌🏻)
270C 1F3FC    ; Emoji_Modifier_Sequence  ; victory hand: medium-light skin tone                           #  8.0  [1] (✌🏼)
270C 1F3FD    ; Emoji_Modifier_Sequence  ; victory hand: medium skin tone                                 #  8.0  [1] (✌🏽)
270C 1F3FE    ; Emoji_Modifier_Sequence  ; victory hand: medium-dark skin tone                            #  8.0  [1] (✌🏾)
270C 1F3FF    ; Emoji_Modifier_Sequence  ; victory hand: dark skin tone                                   #  8.0  [1] (✌🏿)
270D 1F3FB    ; Emoji_Modifier_Sequence  ; writing hand: light skin tone                                  #  8.0  [1] (✍🏻)
270D 1F3FC    ; Emoji_Modifier_Sequence  ; writing hand: medium-light skin tone                           #  8.0  [1] (✍🏼)
270D 1F3FD    ; Emoji_Modifier_Sequence  ; writing hand: medium skin tone                                 #  8.0  [1] (✍🏽)
270D 1F3FE    ; Emoji_Modifier_Sequence  ; writing hand: medium-dark skin tone                            #  8.0  [1] (✍🏾)
270D 1F3FF    ; Emoji_Modifier_Sequence  ; writing hand: dark skin tone                                   #  8.0  [1] (✍🏿)
1F385 1F3FB   ; Emoji_Modifier_Sequence  ; Santa Claus: light skin tone                                   #  8.0  [1] (🎅🏻)
1F385 1F3FC   ; Emoji_Modifier_Sequence  ; Santa Claus: medium-light skin tone                            #  8.0  [1] (🎅🏼)
1F385 1F3FD   ; Emoji_Modifier_Sequence  ; Santa Claus: medium skin tone                                  #  8.0  [1] (🎅🏽)
1F385 1F3FE   ; Emoji_Modifier_Sequence  ; Santa Claus: medium-dark skin tone                             #  8.0  [1] (🎅🏾)
1F385 1F3FF   ; Emoji_Modifier_Sequence  ; Santa Claus: dark skin tone                                    #  8.0  [1] (🎅🏿)
1F3C2 1F3FB   ; Emoji_Modifier_Sequence  ; snowboarder: light skin tone                                   #  8.0  [1] (🏂🏻)
1F3C2 1F3FC   ; Emoji_Modifier_Sequence  ; snowboarder: medium-light skin tone                            #  8.0  [1] (🏂🏼)
1F3C2 1F3FD   ; Emoji_Modifier_Sequence  ; snowboarder: medium skin tone                                  #  8.0  [1] (🏂🏽)
1F3C2 1F3FE   ; Emoji_Modifier_Sequence  ; snowboarder: medium-dark skin tone                             #  8.0  [1] (🏂🏾)
1F3C2 1F3FF   ; Emoji_Modifier_Sequence  ; snowboarder: dark skin tone                                    #  8.0  [1] (🏂🏿)
1F3C3 1F3FB   ; Emoji_Modifier_Sequence  ; person running: light skin tone                                #  8.0  [1] (🏃🏻)
1F3C3 1F3FC   ; Emoji_Modifier_Sequence  ; person running: medium-light skin tone                         #  8.0  [1] (🏃🏼)
1F3C3 1F3FD   ; Emoji_Modifier_Sequence  ; person running: medium skin tone                               #  8.0  [1] (🏃🏽)
1F3C3 1F3FE   ; Emoji_Modifier_Sequence  ; person running: medium-dark skin tone                          #  8.0  [1] (🏃🏾)
1F3C3 1F3FF   ; Emoji_Modifier_Sequence  ; person running: dark skin tone                                 #  8.0  [1] (🏃🏿)
1F3C4 1F3FB   ; Emoji_Modifier_Sequence  ; person surfing: light skin tone                                #  8.0  [1] (🏄🏻)
1F3C4 1F3FC   ; Emoji_Modifier_Sequence  ; person surfing: medium-light skin tone                         #  8.0  [1] (🏄🏼)
1F3C4 1F3FD   ; Emoji_Modifier_Sequence  ; person surfing: medium skin tone                               #  8.0  [1] (🏄🏽)
1F3C4 1F3FE   ; Emoji_Modifier_Sequence  ; person surfing: medium-dark skin tone                          #  8.0  [1] (🏄🏾)
1F3C4 1F3FF   ; Emoji_Modifier_Sequence  ; person surfing: dark skin tone                                 #  8.0  [1] (🏄🏿)
1F3C7 1F3FB   ; Emoji_Modifier_Sequence  ; horse racing: light skin tone                                  #  8.0  [1] (🏇🏻)
1F3C7 1F3FC   ; Emoji_Modifier_Sequence  ; horse racing: medium-light skin tone                           #  8.0  [1] (🏇🏼)
1F3C7 1F3FD   ; Emoji_Modifier_Sequence  ; horse racing: medium skin tone                                 #  8.0  [1] (🏇🏽)
1F3C7 1F3FE   ; Emoji_Modifier_Sequence  ; horse racing: medium-dark skin tone                            #  8.0  [1] (🏇🏾)
1F3C7 1F3FF   ; Emoji_Modifier_Sequence  ; horse racing: dark skin tone                                   #  8.0  [1] (🏇🏿)
1F3CA 1F3FB   ; Emoji_Modifier_Sequence  ; person swimming: light skin tone                               #  8.0  [1] (🏊🏻)
1F3CA 1F3FC   ; Emoji_Modifier_Sequence  ; person swimming: medium-light skin tone                        #  8.0  [1] (🏊🏼)
1F3CA 1F3FD   ; Emoji_Modifier_Sequence  ; person swimming: medium skin tone                              #  8.0  [1] (🏊🏽)
1F3CA 1F3FE   ; Emoji_Modifier_Sequence  ; person swimming: medium-dark skin tone                         #  8.0  [1] (🏊🏾)
1F3CA 1F3FF   ; Emoji_Modifier_Sequence  ; person swimming: dark skin tone                                #  8.0  [1] (🏊🏿)
1F3CB 1F3FB   ; Emoji_Modifier_Sequence  ; person lifting weights: light skin tone                        #  8.0  [1] (🏋🏻)
1F3CB 1F3FC   ; Emoji_Modifier_Sequence  ; person lifting weights: medium-light skin tone                 #  8.0  [1] (🏋🏼)
1F3CB 1F3FD   ; Emoji_Modifier_Sequence  ; person lifting weights: medium skin tone                       #  8.0  [1] (🏋🏽)
1F3CB 1F3FE   ; Emoji_Modifier_Sequence  ; person lifting weights: medium-dark skin tone                  #  8.0  [1] (🏋🏾)
1F3CB 1F3FF   ; Emoji_Modifier_Sequence  ; person lifting weights: dark skin tone                         #  8.0  [1] (🏋🏿)
1F3CC 1F3FB   ; Emoji_Modifier_Sequence  ; person golfing: light skin tone                                #  8.0  [1] (🏌🏻)
1F3CC 1F3FC   ; Emoji_Modifier_Sequence  ; person golfing: medium-light skin tone                         #  8.0  [1] (🏌🏼)
1F3CC 1F3FD   ; Emoji_Modifier_Sequence  ; person golfing: medium skin tone                               #  8.0  [1] (🏌🏽)
1F3CC 1F3FE   ; Emoji_Modifier_Sequence  ; person golfing: medium-dark skin tone                          #  8.0  [1] (🏌🏾)
1F3CC 1F3FF   ; Emoji_Modifier_Sequence  ; person golfing: dark skin tone                                 #  8.0  [1] (🏌🏿)
1F442 1F3FB   ; Emoji_Modifier_Sequence  ; ear: light skin tone                                           #  8.0  [1] (👂🏻)
1F442 1F3FC   ; Emoji_Modifier_Sequence  ; ear: medium-light skin tone                                    #  8.0  [1] (👂🏼)
1F442 1F3FD   ; Emoji_Modifier_Sequence  ; ear: medium skin tone                                          #  8.0  [1] (👂🏽)
1F442 1F3FE   ; Emoji_Modifier_Sequence  ; ear: medium-dark skin tone                                     #  8.0  [1] (👂🏾)
1F442 1F3FF   ; Emoji_Modifier_Sequence  ; ear: dark skin tone                                            #  8.0  [1] (👂🏿)
1F443 1F3FB   ; Emoji_Modifier_Sequence  ; nose: light skin tone                                          #  8.0  [1] (👃🏻)
1F443 1F3FC   ; Emoji_Modifier_Sequence  ; nose: medium-light skin tone                                   #  8.0  [1] (👃🏼)
1F443 1F3FD   ; Emoji_Modifier_Sequence  ; nose: medium skin tone                                         #  8.0  [1] (👃🏽)
1F443 1F3FE   ; Emoji_Modifier_Sequence  ; nose: medium-dark skin tone                                    #  8.0  [1] (👃🏾)
1F443 1F3FF   ; Emoji_Modifier_Sequence  ; nose: dark skin tone                                           #  8.0  [1] (👃🏿)
1F446 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing up: light skin tone                    #  8.0  [1] (👆🏻)
1F446 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing up: medium-light skin tone             #  8.0  [1] (👆🏼)
1F446 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing up: medium skin tone                   #  8.0  [1] (👆🏽)
1F446 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing up: medium-dark skin tone              #  8.0  [1] (👆🏾)
1F446 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing up: dark skin tone                     #  8.0  [1] (👆🏿)
1F447 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing down: light skin tone                  #  8.0  [1] (👇🏻)
1F447 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing down: medium-light skin tone           #  8.0  [1] (👇🏼)
1F447 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing down: medium skin tone                 #  8.0  [1] (👇🏽)
1F447 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing down: medium-dark skin tone            #  8.0  [1] (👇🏾)
1F447 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing down: dark skin tone                   #  8.0  [1] (👇🏿)
1F448 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing left: light skin tone                  #  8.0  [1] (👈🏻)
1F448 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing left: medium-light skin tone           #  8.0  [1] (👈🏼)
1F448 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing left: medium skin tone                 #  8.0  [1] (👈🏽)
1F448 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing left: medium-dark skin tone            #  8.0  [1] (👈🏾)
1F448 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing left: dark skin tone                   #  8.0  [1] (👈🏿)
1F449 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing right: light skin tone                 #  8.0  [1] (👉🏻)
1F449 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing right: medium-light skin tone          #  8.0  [1] (👉🏼)
1F449 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing right: medium skin tone                #  8.0  [1] (👉🏽)
1F449 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing right: medium-dark skin tone           #  8.0  [1] (👉🏾)
1F449 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing right: dark skin tone                  #  8.0  [1] (👉🏿)
1F44A 1F3FB   ; Emoji_Modifier_Sequence  ; oncoming fist: light skin tone                                 #  8.0  [1] (👊🏻)
1F44A 1F3FC   ; Emoji_Modifier_Sequence  ; oncoming fist: medium-light skin tone                          #  8.0  [1] (👊🏼)
1F44A 1F3FD   ; Emoji_Modifier_Sequence  ; oncoming fist: medium skin tone                                #  8.0  [1] (👊🏽)
1F44A 1F3FE   ; Emoji_Modifier_Sequence  ; oncoming fist: medium-dark skin tone                           #  8.0  [1] (👊🏾)
1F44A 1F3FF   ; Emoji_Modifier_Sequence  ; oncoming fist: dark skin tone                                  #  8.0  [1] (👊🏿)
1F44B 1F3FB   ; Emoji_Modifier_Sequence  ; waving hand: light skin tone                                   #  8.0  [1] (👋🏻)
1F44B 1F3FC   ; Emoji_Modifier_Sequence  ; waving hand: medium-light skin tone                            #  8.0  [1] (👋🏼)
1F44B 1F3FD   ; Emoji_Modifier_Sequence  ; waving hand: medium skin tone                                  #  8.0  [1] (👋🏽)
1F44B 1F3FE   ; Emoji_Modifier_Sequence  ; waving hand: medium-dark skin tone                             #  8.0  [1] (👋🏾)
1F44B 1F3FF   ; Emoji_Modifier_Sequence  ; waving hand: dark skin tone                                    #  8.0  [1] (👋🏿)
1F44C 1F3FB   ; Emoji_Modifier_Sequence  ; OK hand: light skin tone                                       #  8.0  [1] (👌🏻)
1F44C 1F3FC   ; Emoji_Modifier_Sequence  ; OK hand: medium-light skin tone                                #  8.0  [1] (👌🏼)
1F44C 1F3FD   ; Emoji_Modifier_Sequence  ; OK hand: medium skin tone                                      #  8.0  [1] (👌🏽)
1F44C 1F3FE   ; Emoji_Modifier_Sequence  ; OK hand: medium-dark skin tone                                 #  8.0  [1] (👌🏾)
1F44C 1F3FF   ; Emoji_Modifier_Sequence  ; OK hand: dark skin tone                                        #  8.0  [1] (👌🏿)
1F44D 1F3FB   ; Emoji_Modifier_Sequence  ; thumbs up: light skin tone                                     #  8.0  [1] (👍🏻)
